date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google_transit,google,telco,applegoogle,region
2020-06-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,capital
2020-06-05,1.0053462386297412,1.0004711355839873,1.00309148479793,1.0603015075376885,1.0369276218611523,1.1069958847736625,0.9920212765957447,1.02863436123348,1.056910569105691,1.038256767189819,1.0300010269518105,capital
2020-06-06,1.0041427014974535,0.9963634222110982,1.0005447550304722,1.04857621440536,1.0103397341211227,1.1090534979423867,0.9946808510638298,1.024229074889868,1.04516711833785,1.068530978363311,1.0228559366841612,capital
2020-06-07,1.0068158208123243,1.0011778389599681,1.004208232610398,1.04857621440536,1.0,1.111111111111111,0.9946808510638298,1.02863436123348,1.043360433604336,1.08276215095992,1.023784333107367,capital
2020-06-08,1.0144171079636153,1.004004652463892,1.009601307412073,1.0435510887772192,0.983751846381093,1.1131687242798354,0.9960106382978723,1.024229074889868,1.0365853658536586,1.083727087537651,1.0230933366328658,capital
2020-06-09,1.0434413560696278,1.0378675225629777,1.0408634367232985,1.0971524288107202,1.0280649926144758,1.1954732510288066,0.9813829787234043,1.0616740088105727,1.0903342366757,1.1230777189528358,1.0655988366994993,capital
2020-06-10,1.057427724428003,1.0663417794202088,1.0615505090054815,1.0971524288107202,1.0132939438700148,1.2098765432098766,0.9773936170212766,1.0837004405286343,1.0934959349593496,1.1379483686674055,1.0775232219824156,capital
2020-06-11,1.0652190437580764,1.072922954609031,1.0687821320350006,1.1038525963149077,1.0177252584933532,1.2222222222222223,0.9747340425531914,1.092511013215859,1.1011743450767841,1.1517714055687645,1.0849782385558924,capital
2020-06-12,1.0768996883472268,1.0888826725166,1.0824418644240918,1.1155778894472361,1.0236336779911375,1.2263374485596708,0.9707446808510639,1.1035242290748897,1.109304426377597,1.1598118189353008,1.0958731454008444,capital
2020-06-13,1.0878835482808422,1.1009113528952752,1.0939089578155323,1.1239530988274706,1.0265878877400296,1.2304526748971194,0.9680851063829787,1.1145374449339207,1.1156278229448962,1.1344008030926014,1.1047683903802143,capital
2020-06-14,1.1017558973319483,1.1163557662578583,1.1085083926321884,1.1340033500837519,1.0295420974889218,1.2345679012345678,0.964095744680851,1.1255506607929515,1.1224028906955736,1.130824089749147,1.115455641663881,capital
