"Region";"Dato";"Bekræftede tilfælde"
Nordjylland;2021-08-24;62
Sjælland;2021-08-24;80
Syddanmark;2021-08-24;162
Hovedstaden;2021-08-25;500
Midtjylland;2021-08-25;148
Nordjylland;2021-08-25;50
Sjælland;2021-08-25;98
Syddanmark;2021-08-25;150
Hovedstaden;2021-08-26;486
Midtjylland;2021-08-26;196
Nordjylland;2021-08-26;75
Sjælland;2021-08-26;80
Syddanmark;2021-08-26;175
Hovedstaden;2021-08-27;354
Midtjylland;2021-08-27;143
Nordjylland;2021-08-27;42
Sjælland;2021-08-27;74
Syddanmark;2021-08-27;120
Hovedstaden;2021-08-28;369
Midtjylland;2021-08-28;117
Nordjylland;2021-08-28;31
Sjælland;2021-08-28;61
Syddanmark;2021-08-28;85
Hovedstaden;2021-08-29;425
Midtjylland;2021-08-29;122
Nordjylland;2021-08-29;37
Sjælland;2021-08-29;73
Syddanmark;2021-08-29;110
Hovedstaden;2021-08-30;439
Midtjylland;2021-08-30;146
Nordjylland;2021-08-30;61
Sjælland;2021-08-30;96
Syddanmark;2021-08-30;156
Hovedstaden;2021-08-31;405
Midtjylland;2021-08-31;148
Nordjylland;2021-08-31;52
Sjælland;2021-08-31;69
Syddanmark;2021-08-31;130
Hovedstaden;2021-09-01;394
Midtjylland;2021-09-01;114
Nordjylland;2021-09-01;38
Sjælland;2021-09-01;78
Syddanmark;2021-09-01;87
Hovedstaden;2021-09-02;308
Midtjylland;2021-09-02;82
Nordjylland;2021-09-02;36
Sjælland;2021-09-02;79
Syddanmark;2021-09-02;76
Hovedstaden;2021-09-03;274
Midtjylland;2021-09-03;105
Nordjylland;2021-09-03;25
Sjælland;2021-09-03;55
Syddanmark;2021-09-03;72
Hovedstaden;2021-09-04;235
Midtjylland;2021-09-04;74
Nordjylland;2021-09-04;16
Sjælland;2021-09-04;31
Syddanmark;2021-09-04;60
Hovedstaden;2021-09-05;276
Midtjylland;2021-09-05;69
Nordjylland;2021-09-05;20
Sjælland;2021-09-05;49
Syddanmark;2021-09-05;53
Hovedstaden;2021-09-06;316
Midtjylland;2021-09-06;66
Nordjylland;2021-09-06;25
Sjælland;2021-09-06;102
Syddanmark;2021-09-06;76
Hovedstaden;2021-09-07;319
Midtjylland;2021-09-07;99
Nordjylland;2021-09-07;16
Sjælland;2021-09-07;92
Syddanmark;2021-09-07;82
Hovedstaden;2021-09-08;267
Midtjylland;2021-09-08;74
Nordjylland;2021-09-08;28
Sjælland;2021-09-08;65
Syddanmark;2021-09-08;59
Hovedstaden;2021-09-09;209
Midtjylland;2021-09-09;91
Nordjylland;2021-09-09;28
Sjælland;2021-09-09;88
Syddanmark;2021-09-09;69
Hovedstaden;2021-09-10;173
Midtjylland;2021-09-10;68
Nordjylland;2021-09-10;17
Sjælland;2021-09-10;62
Syddanmark;2021-09-10;57
Hovedstaden;2021-09-11;167
Midtjylland;2021-09-11;54
Nordjylland;2021-09-11;10
Sjælland;2021-09-11;42
Syddanmark;2021-09-11;32
Hovedstaden;2021-09-12;190
Midtjylland;2021-09-12;42
Nordjylland;2021-09-12;19
Sjælland;2021-09-12;50
Syddanmark;2021-09-12;27
Hovedstaden;2021-09-13;193
Midtjylland;2021-09-13;62
Nordjylland;2021-09-13;38
Sjælland;2021-09-13;65
Syddanmark;2021-09-13;47
Hovedstaden;2021-09-14;180
Midtjylland;2021-09-14;47
Nordjylland;2021-09-14;23
Sjælland;2021-09-14;43
Syddanmark;2021-09-14;50
Hovedstaden;2021-09-15;154
Midtjylland;2021-09-15;54
Nordjylland;2021-09-15;27
Sjælland;2021-09-15;40
Syddanmark;2021-09-15;40
Hovedstaden;2021-09-16;141
Midtjylland;2021-09-16;43
Nordjylland;2021-09-16;23
Sjælland;2021-09-16;36
Syddanmark;2021-09-16;59
Hovedstaden;2021-09-17;145
Midtjylland;2021-09-17;46
Nordjylland;2021-09-17;15
Sjælland;2021-09-17;36
Syddanmark;2021-09-17;67
Hovedstaden;2021-09-18;90
Midtjylland;2021-09-18;44
Nordjylland;2021-09-18;10
Sjælland;2021-09-18;31
Syddanmark;2021-09-18;31
Hovedstaden;2021-09-19;122
Midtjylland;2021-09-19;53
Nordjylland;2021-09-19;17
Sjælland;2021-09-19;23
Syddanmark;2021-09-19;54
Hovedstaden;2021-09-20;142
Midtjylland;2021-09-20;61
Nordjylland;2021-09-20;30
Sjælland;2021-09-20;73
Syddanmark;2021-09-20;72
Hovedstaden;2021-09-21;122
Midtjylland;2021-09-21;61
Nordjylland;2021-09-21;29
Sjælland;2021-09-21;58
Syddanmark;2021-09-21;68
Hovedstaden;2021-09-22;138
Midtjylland;2021-09-22;64
Nordjylland;2021-09-22;54
Sjælland;2021-09-22;50
Syddanmark;2021-09-22;50
Hovedstaden;2021-09-23;143
Midtjylland;2021-09-23;58
Nordjylland;2021-09-23;57
Sjælland;2021-09-23;54
Syddanmark;2021-09-23;55
Hovedstaden;2021-09-24;142
Midtjylland;2021-09-24;43
Nordjylland;2021-09-24;42
Sjælland;2021-09-24;58
Syddanmark;2021-09-24;64
Hovedstaden;2021-09-25;173
Midtjylland;2021-09-25;29
Nordjylland;2021-09-25;28
Sjælland;2021-09-25;58
Syddanmark;2021-09-25;45
Hovedstaden;2021-09-26;170
Midtjylland;2021-09-26;27
Nordjylland;2021-09-26;47
Sjælland;2021-09-26;49
Syddanmark;2021-09-26;58
Hovedstaden;2021-09-27;237
Midtjylland;2021-09-27;47
Nordjylland;2021-09-27;44
Sjælland;2021-09-27;88
Syddanmark;2021-09-27;66
Hovedstaden;2021-09-28;273
Midtjylland;2021-09-28;74
Nordjylland;2021-09-28;40
Sjælland;2021-09-28;55
Syddanmark;2021-09-28;86
Hovedstaden;2021-09-29;231
Midtjylland;2021-09-29;50
Nordjylland;2021-09-29;26
Sjælland;2021-09-29;43
Syddanmark;2021-09-29;57
Hovedstaden;2021-09-30;217
Midtjylland;2021-09-30;44
Nordjylland;2021-09-30;31
Sjælland;2021-09-30;62
Syddanmark;2021-09-30;87
Hovedstaden;2021-10-01;219
Midtjylland;2021-10-01;36
Nordjylland;2021-10-01;15
Sjælland;2021-10-01;66
Syddanmark;2021-10-01;58
Hovedstaden;2021-10-02;165
Midtjylland;2021-10-02;47
Nordjylland;2021-10-02;21
Sjælland;2021-10-02;51
Syddanmark;2021-10-02;39
Hovedstaden;2021-10-03;239
Midtjylland;2021-10-03;59
Nordjylland;2021-10-03;19
Sjælland;2021-10-03;44
Syddanmark;2021-10-03;43
Hovedstaden;2021-10-04;256
Midtjylland;2021-10-04;68
Nordjylland;2021-10-04;34
Sjælland;2021-10-04;88
Syddanmark;2021-10-04;100
Hovedstaden;2021-10-05;282
Midtjylland;2021-10-05;72
Nordjylland;2021-10-05;26
Sjælland;2021-10-05;79
Syddanmark;2021-10-05;99
Hovedstaden;2021-10-06;345
Midtjylland;2021-10-06;92
Nordjylland;2021-10-06;35
Sjælland;2021-10-06;55
Syddanmark;2021-10-06;97
Hovedstaden;2021-10-07;319
Midtjylland;2021-10-07;84
Nordjylland;2021-10-07;50
Sjælland;2021-10-07;91
Syddanmark;2021-10-07;109
Hovedstaden;2021-10-08;295
Midtjylland;2021-10-08;96
Nordjylland;2021-10-08;35
Sjælland;2021-10-08;98
Syddanmark;2021-10-08;74
Hovedstaden;2021-10-09;238
Midtjylland;2021-10-09;78
Nordjylland;2021-10-09;23
Sjælland;2021-10-09;63
Syddanmark;2021-10-09;65
Hovedstaden;2021-10-10;315
Midtjylland;2021-10-10;74
Nordjylland;2021-10-10;20
Sjælland;2021-10-10;57
Syddanmark;2021-10-10;85
Hovedstaden;2021-10-11;356
Midtjylland;2021-10-11;107
Nordjylland;2021-10-11;37
Sjælland;2021-10-11;125
Syddanmark;2021-10-11;125
Hovedstaden;2021-10-12;410
Midtjylland;2021-10-12;78
Nordjylland;2021-10-12;38
Sjælland;2021-10-12;124
Syddanmark;2021-10-12;106
Hovedstaden;2021-10-13;420
Midtjylland;2021-10-13;90
Nordjylland;2021-10-13;48
Sjælland;2021-10-13;98
Syddanmark;2021-10-13;89
Hovedstaden;2021-10-14;385
Midtjylland;2021-10-14;83
Nordjylland;2021-10-14;54
Sjælland;2021-10-14;129
Syddanmark;2021-10-14;119
Hovedstaden;2021-10-15;354
Midtjylland;2021-10-15;89
Nordjylland;2021-10-15;28
Sjælland;2021-10-15;100
Syddanmark;2021-10-15;80
Hovedstaden;2021-10-16;329
Midtjylland;2021-10-16;67
Nordjylland;2021-10-16;53
Sjælland;2021-10-16;80
Syddanmark;2021-10-16;68
Hovedstaden;2021-10-17;408
Midtjylland;2021-10-17;56
Nordjylland;2021-10-17;74
Sjælland;2021-10-17;98
Syddanmark;2021-10-17;75
Hovedstaden;2021-10-18;493
Midtjylland;2021-10-18;90
Nordjylland;2021-10-18;71
Sjælland;2021-10-18;175
Syddanmark;2021-10-18;128
Hovedstaden;2021-10-19;631
Midtjylland;2021-10-19;117
Nordjylland;2021-10-19;80
Sjælland;2021-10-19;163
Syddanmark;2021-10-19;127
Hovedstaden;2021-10-20;718
Midtjylland;2021-10-20;143
Nordjylland;2021-10-20;87
Sjælland;2021-10-20;153
Syddanmark;2021-10-20;171
Hovedstaden;2021-10-21;757
Midtjylland;2021-10-21;157
Nordjylland;2021-10-21;105
Sjælland;2021-10-21;246
Syddanmark;2021-10-21;129
Hovedstaden;2021-10-22;702
Midtjylland;2021-10-22;167
Nordjylland;2021-10-22;85
Sjælland;2021-10-22;135
Syddanmark;2021-10-22;146
Hovedstaden;2021-10-23;681
Midtjylland;2021-10-23;162
Nordjylland;2021-10-23;83
Sjælland;2021-10-23;126
Syddanmark;2021-10-23;143
Hovedstaden;2021-10-24;778
Midtjylland;2021-10-24;181
Nordjylland;2021-10-24;102
Sjælland;2021-10-24;186
Syddanmark;2021-10-24;186
Hovedstaden;2021-10-25;825
Midtjylland;2021-10-25;186
Nordjylland;2021-10-25;85
Sjælland;2021-10-25;289
Syddanmark;2021-10-25;227
Hovedstaden;2021-10-26;1051
Midtjylland;2021-10-26;173
Nordjylland;2021-10-26;102
Sjælland;2021-10-26;328
Syddanmark;2021-10-26;244
Hovedstaden;2021-10-27;1013
Midtjylland;2021-10-27;226
Nordjylland;2021-10-27;91
Sjælland;2021-10-27;233
Syddanmark;2021-10-27;252
Hovedstaden;2021-10-28;932
Midtjylland;2021-10-28;217
Nordjylland;2021-10-28;82
Sjælland;2021-10-28;283
Syddanmark;2021-10-28;249
Hovedstaden;2021-10-29;814
Midtjylland;2021-10-29;212
Nordjylland;2021-10-29;89
Sjælland;2021-10-29;293
Syddanmark;2021-10-29;203
Hovedstaden;2021-10-30;774
Midtjylland;2021-10-30;185
Nordjylland;2021-10-30;87
Sjælland;2021-10-30;176
Syddanmark;2021-10-30;177
Hovedstaden;2021-10-31;865
Midtjylland;2021-10-31;230
Nordjylland;2021-10-31;120
Sjælland;2021-10-31;223
Syddanmark;2021-10-31;262
Hovedstaden;2021-11-01;1062
Midtjylland;2021-11-01;280
Nordjylland;2021-11-01;144
Sjælland;2021-11-01;392
Syddanmark;2021-11-01;313
Hovedstaden;2021-11-02;1179
Midtjylland;2021-11-02;284
Nordjylland;2021-11-02;147
Sjælland;2021-11-02;364
Syddanmark;2021-11-02;338
Hovedstaden;2021-11-03;1115
Midtjylland;2021-11-03;342
Nordjylland;2021-11-03;170
Sjælland;2021-11-03;341
Syddanmark;2021-11-03;326
Hovedstaden;2021-11-04;1084
Midtjylland;2021-11-04;324
Nordjylland;2021-11-04;148
Sjælland;2021-11-04;457
Syddanmark;2021-11-04;327
Hovedstaden;2021-11-05;1006
Midtjylland;2021-11-05;363
Nordjylland;2021-11-05;146
Sjælland;2021-11-05;354
Syddanmark;2021-11-05;336
Hovedstaden;2021-11-06;1025
Midtjylland;2021-11-06;280
Nordjylland;2021-11-06;136
Sjælland;2021-11-06;252
Syddanmark;2021-11-06;261
Hovedstaden;2021-11-07;1249
Midtjylland;2021-11-07;433
Nordjylland;2021-11-07;211
Sjælland;2021-11-07;305
Syddanmark;2021-11-07;372
Hovedstaden;2021-11-08;1427
Midtjylland;2021-11-08;539
Nordjylland;2021-11-08;251
Sjælland;2021-11-08;595
Syddanmark;2021-11-08;502
Hovedstaden;2021-11-09;1621
Midtjylland;2021-11-09;568
Nordjylland;2021-11-09;263
Sjælland;2021-11-09;532
Syddanmark;2021-11-09;545
Hovedstaden;2021-11-10;1684
Midtjylland;2021-11-10;580
Nordjylland;2021-11-10;275
Sjælland;2021-11-10;440
Syddanmark;2021-11-10;500
Hovedstaden;2021-11-11;1564
Midtjylland;2021-11-11;472
Nordjylland;2021-11-11;222
Sjælland;2021-11-11;603
Syddanmark;2021-11-11;551
Hovedstaden;2021-11-12;1323
Midtjylland;2021-11-12;441
Nordjylland;2021-11-12;246
Sjælland;2021-11-12;476
Syddanmark;2021-11-12;460
Hovedstaden;2021-11-13;1437
Midtjylland;2021-11-13;481
Nordjylland;2021-11-13;232
Sjælland;2021-11-13;316
Syddanmark;2021-11-13;410
Hovedstaden;2021-11-14;1541
Midtjylland;2021-11-14;470
Nordjylland;2021-11-14;247
Sjælland;2021-11-14;337
Syddanmark;2021-11-14;450
Hovedstaden;2021-11-15;1904
Midtjylland;2021-11-15;641
Nordjylland;2021-11-15;359
Sjælland;2021-11-15;791
Syddanmark;2021-11-15;768
Hovedstaden;2021-11-16;1815
Midtjylland;2021-11-16;586
Nordjylland;2021-11-16;313
Sjælland;2021-11-16;664
Syddanmark;2021-11-16;702
Hovedstaden;2021-11-17;1816
Midtjylland;2021-11-17;583
Nordjylland;2021-11-17;356
Sjælland;2021-11-17;468
Syddanmark;2021-11-17;674
Hovedstaden;2021-11-18;1898
Midtjylland;2021-11-18;586
Nordjylland;2021-11-18;294
Sjælland;2021-11-18;689
Syddanmark;2021-11-18;662
Hovedstaden;2021-11-19;1899
Midtjylland;2021-11-19;498
Nordjylland;2021-11-19;284
Sjælland;2021-11-19;642
Syddanmark;2021-11-19;738
Hovedstaden;2021-11-20;1812
Midtjylland;2021-11-20;605
Nordjylland;2021-11-20;293
Sjælland;2021-11-20;391
Syddanmark;2021-11-20;579
Hovedstaden;2021-11-21;1749
Midtjylland;2021-11-21;578
Nordjylland;2021-11-21;250
Sjælland;2021-11-21;465
Syddanmark;2021-11-21;600
Hovedstaden;2021-11-22;2011
Midtjylland;2021-11-22;605
Nordjylland;2021-11-22;308
Sjælland;2021-11-22;809
Syddanmark;2021-11-22;713
Hovedstaden;2021-11-23;2034
Midtjylland;2021-11-23;657
Nordjylland;2021-11-23;314
Sjælland;2021-11-23;796
Syddanmark;2021-11-23;850
Hovedstaden;2021-11-24;1883
Midtjylland;2021-11-24;599
Nordjylland;2021-11-24;288
Sjælland;2021-11-24;499
Syddanmark;2021-11-24;691
Hovedstaden;2021-11-25;1790
Midtjylland;2021-11-25;584
Nordjylland;2021-11-25;263
Sjælland;2021-11-25;699
Syddanmark;2021-11-25;697
Hovedstaden;2021-11-26;1912
Midtjylland;2021-11-26;621
Nordjylland;2021-11-26;273
Sjælland;2021-11-26;661
Syddanmark;2021-11-26;630
Hovedstaden;2021-11-27;1831
Midtjylland;2021-11-27;695
Nordjylland;2021-11-27;286
Sjælland;2021-11-27;400
Syddanmark;2021-11-27;584
Hovedstaden;2021-11-28;1888
Midtjylland;2021-11-28;706
Nordjylland;2021-11-28;285
Sjælland;2021-11-28;411
Syddanmark;2021-11-28;545
Hovedstaden;2021-11-29;2152
Midtjylland;2021-11-29;738
Nordjylland;2021-11-29;355
Sjælland;2021-11-29;941
Syddanmark;2021-11-29;831
Hovedstaden;2021-11-30;2321
Midtjylland;2021-11-30;834
Nordjylland;2021-11-30;339
Sjælland;2021-11-30;936
Syddanmark;2021-11-30;916
Hovedstaden;2021-12-01;2055
Midtjylland;2021-12-01;789
Nordjylland;2021-12-01;301
Sjælland;2021-12-01;526
Syddanmark;2021-12-01;793
Hovedstaden;2021-12-02;1956
Midtjylland;2021-12-02;752
Nordjylland;2021-12-02;176
Sjælland;2021-12-02;781
Syddanmark;2021-12-02;842
Hovedstaden;2021-12-03;2285
Midtjylland;2021-12-03;847
Nordjylland;2021-12-03;376
Sjælland;2021-12-03;814
Syddanmark;2021-12-03;780
Hovedstaden;2021-12-04;2368
Midtjylland;2021-12-04;899
Nordjylland;2021-12-04;438
Sjælland;2021-12-04;513
Syddanmark;2021-12-04;822
Hovedstaden;2021-12-05;2206
Midtjylland;2021-12-05;879
Nordjylland;2021-12-05;385
Sjælland;2021-12-05;612
Syddanmark;2021-12-05;669
Hovedstaden;2021-12-06;2957
Midtjylland;2021-12-06;1193
Nordjylland;2021-12-06;463
Sjælland;2021-12-06;1281
Syddanmark;2021-12-06;1099
Hovedstaden;2021-12-07;3109
Midtjylland;2021-12-07;1233
Nordjylland;2021-12-07;473
Sjælland;2021-12-07;1240
Syddanmark;2021-12-07;1109
Hovedstaden;2021-12-08;2858
Midtjylland;2021-12-08;1225
Nordjylland;2021-12-08;510
Sjælland;2021-12-08;832
Syddanmark;2021-12-08;1033
Hovedstaden;2021-12-09;985
Midtjylland;2021-12-09;311
Nordjylland;2021-12-09;64
Sjælland;2021-12-09;232
Syddanmark;2021-12-09;232
Hovedstaden;2021-12-10;2
